review;stars
No funciona la entrada USB, sólo la clavija, con lo que no puedes hablar y escuchar a la vez. Miré los comentarios y no soy al único que le ha pasado. Lo malo es que fue un regalo que compré en diciembre y no los probaron hasta ahora. Una vergüenza. No lo recomiendo para nada.;1
El micrófono no funciona y cuando lo hace se oye muy bajuto.;1
Te durarán 2 meses y dejarán de oírse.malisimos;1
La calidad del cable es pésima. El micrófono ha dejado de funcionar y el auricular izquierdo se entrecorta. No se aprecia ningún daño en el cable ni existe la posibilidad que se hubiese pillado con alguna rueda. Sugiero que usen una clavija en L en vez de la recta, para su conexión con los mandos de juego.;1
Mientras han funcionado bien, se oía bien y el micrófono funcionaba correctamente, pero no han durando ni 5 meses que la junta del conector se ha empezado a romper y ahora, según este el cable se conecta y desconecta cada dos por tres. Muy poca durabilidad, y con uso nada intensivo. No los volvería a comprar.;2
Los devolví,a mí hijo no le gustaron.;2
El artículo funciona pero vino en bolsa de papel y la caja rota. Era para un regalo y deja una imagen terrible del producto y de la empresa que lo vende;2
El casco vino defectuoso y fallo mío no lo probé y cuando lo fuimos a utilizar ya era demasiado tarde para cambiar. Pero aún así  la calidad es.....sin mas;2
Compré los auriculares por 20euros supuestamente rebajados desde 40 euros. El sonido no esta nada mal pero el microfono no funciona. Al segundo día de comprarlos ya no puedo usar el microfono. Y las iluminaciones van por usb. Es un rollo tenerlos conectados y dedicarle un puerto usb del ordenador ya que son limitados. Por 20 euros son decentes pero hubiera preferido pagar un poco mas y tener unos auriculares funcionales al 100%;2
Buenas no llega a los dos años, y el auricular izquierdo no da sonido, he tenido auriculares mas feos, que han durado mas  :(;2
lo veo alto de precio para la calidad que tiene.;2
Micro no funciona en Nintendo switch oled. En los detalles de compra ponía compatible con switch, pero no especificaba.;2
Funciona el micro  y el audio en todo menos con el mando de la ps4. Lo curioso es que otros cascos en el mismo mando funcionan perfectamente.;2
Se escucha bien y el micro funciona. El problema es que se escucha absolutamente todo el ruido ambiental. El almohadillado no aísla nada. Devueltos.;2
Envuelven bien el sonido y se escuchan bien. El problema es que me hacen daño en una oreja cuando estoy con ellos puestos un rato. Supongo que es porque las almohadillas son pequeñas.También el cable es un poco de mala calidad y hace que se desconecten.;2
El cable es muy muy muy corto, por no hablar de que el control del volumen de los cascos  es absurdamente grande y lo pusieron en el sitio más incomodo posible;2
Le han durado solo unos meses antes de romperse.;2
Compré estos cascos y mi hijo se queja que el Micro no funciona bien;2
Seis meses y ya se oye fatal. El micrófono tampoco funciona bien. Calidad muy justa;2
En principio el producto ha llegado correcto y en buen estado. Lo que al probarlo con los peques resulta que la Nintendo no tiene entrada para Micro. Y lo principal para mi hijo era poder comunicarse con sus amigos de de la península. Así, pues nos gustaría devolver el artículo. Me podría decir las indicaciones para hacer el trámite. Gracias;2
No funciona el micrófono;2
"Solo me bastó 2 horas para querer devolverlo; lo conecte al móvil (que para eso quería los cascos) y noto que el conector es pequeño y no encajaba bien, no pasa nada, proceso a quitarte la funda al móvil y conecto de nuevo los cascos, todo bien con ellos pero no puedes moverte porque se mueve un poco y se desconectan seguidamente, hay que tenerlo sostenido para que eso no paso (horror) probé con otros cascos y todo bien... No sé si éste este defectuoso o todos son así.";2
Que no conecta micro y altavoz con usb;2
Mediocres para su precio, el USB esta de adorno y la clavija funciona mal.;2
No he comprobado si funciona, es para un regalo pero viene sin embalaje, con la etiqueta en la propia caja. Y abierta.;2
El sonido se escucha bastante regular;2
Precio calidad adecuado, el micro se escucha bastante flojo y la calidad del audio deja un poco de desear. El cable es demasiado largo y molesta a la hora de jugar, por lo demás todo bien. No hace luces;2
Se escuchan y te escuchan muy flojo;2
No se pueden regular graves y agudos. Suena a su manera y te tienes que conformar. Es lo que tiene lo barato. Para un chaval está bien.;2
Entre calidad y precio hay mejores el sonido pésimo y materiales de baja calidad!..;2
Para niños (por tamaño) poco exigentes (por calidad);2
No escuchan lo que dices por el micrófono los demás;2
Compre estos auriculares en marzo y han dejado de funcionar de repente no han durado ni cuatro meses...no los recomiendo;2
Los auriculares parecen cómodos y el sonido no es malo, pero no es normal que siendo nuevos ya no se oigan el auricular izquierdo, tocará devolverlos.;2
Un año me han durado. Plástico malo malo, se conecta solo  por jack;2
Despues de 2 meses dejo de funcionar correctamente el auricular izd,hasta el momento funcionaban bien;2
He tenido que devolverlo, no funcionaba el microo;2
Me acaban de llegar hoy y el micro no funciona;2
Los he comprado para PS4 , son bonitos y se escuchan bien,pero, el micro no funciona ...los he tenido que devolver porque sencillamente poniendo los ajuste de mil formas ,poniendo y quitando adaptador no había forma de que funcionara.;2
"Compré unos para mí y otro para otra persona. Al año o así, uno de los auriculares dejó de funcionar; el mío todavía funciona, pero bastante mal, sobre todo en el conector.A veces, dejo de escuchar el sonido por un lado y tengo que apretar el conector para que vuelva a sonar; también a veces el conector parece aflojarse y el micrófono empieza a petardear, lo cual resulta molesto cuando estoy en un chat de voz con otras personas.";3
el cable del micro es tan corto q no llega a la boca y por lo tanto no se me oye vaya castaña;3
Los cascos funcionan, salvo las luces que se iluminan en un solo auricular y el otro no funciona.;3
Cascos muy ligeros, que cumplen con su función aunque esperaba que el microfono al voltearse se silenciase cosa que no hace. Se puede voltear pero se sigue escuchando.Lo necesitaba con esa funcion asique nada.. me los quedo y los usaré tarde mal y nunca pero lo tendré ahí por si acaso, por 20 pavos no se puede pedir más;3
La verdad que leí reseñas diciendo que el sonido era bastante bueno, partiendo de la base que su precio es 20,00€ está muy bien y lo r comiendo nonse pued comparar con los que valen 4 veces más, pero calodad precio son notable excelente.Muy recomendable;3
Por el precio que tienen no está mal. Pero eso, NO esperes nada del otro mundo.;3
El micro no funciona;3
Por poco más tienes mejor calidad;3
Son unos cascos decentes para el precio que tienen. Ahora bien, espero que tengas la oreja pequeña.De lo contrario no duras con ellos puestos ni 5 minuto, te lo aseguro.En mi caso, tal como me los probé, los volví a meter en la caja.Las orejeras son pequeñas , asi que, si lo que te gusta es tener la oreja completamente dentro del auricular, estar cómodo y no sentir ese calor al estar un rato jugando o escuchando música, no te compres estos cascos, no son para ti. Si quieres notar la almohadilla apretándote toda la oreja, adelante!;3
Se oye bien y el cable es muy largo, lo unico que el falso cuero que recubre los auriculares se ve muy barato. Aun así, contento con la compra;3
Lo he probado en Pc y geniales, pero lo quería para el laptop y no me ha servido.;3
Muy bonitos pero en nuestro caso duraron muy poco, la calidad de no de las mejores.También es cierto que no me puse en contacto con el vendedor para devolverlos;3
Que pesan poco 👍 que en mi Xbox s el volumen no lo puedo ajustar ya que al máximo es casi intermedio sonido se escucha bien mando volumen y micro no me gusta;3
Le pongo 3 estrellas porque el producto se corresponde con la descripción excepto el las luces Led. No funcionan. Es para mi hijo y le gustaban.;3
Son bonitos y parece buena calidad,lo único k para k se iluminen tienn k estar enchufados y resulta algo incomodo,pero con las luces son muy originles;3
El auricular derecho dejó de funcionar.Por otro lado pensaba que no necesitaba las clavijas para funcionar, que valdría con conectarlo por usb, pero al parecer la conexion de usb sirve solo para LAS LUCECITAS. vaya tela todo xDEl audio no estaba mal (los 3 dias que duró) , y son comodos.Le pongo 3 estrellas porque mientras funcionaba estaba bien el audio, y eran comodos. Ademas la atencion al cliente fue satisfactoria;3
Se escucha bien pero el micrófono bastante malo;3
Cascos suenan muy bien y son cómodos.Lo de las luces Led aunque son llamativas lo encuentro una lata tener que conectar el cable usb a un cargador para que se enciendan. Salvo que te compres un clavija adaptador que te convierta el cable a usb tipo c..Pero lo peor de todo fué el envío , los de Amazon no le pusieron ni una simple caja ni cartón para proteger la caja original.  En la propia caja de los cascos iba pegada la enorme pegatina.  Era un regalo y fatal para conseguir quitar todos los restos de pegamento y no dañar demasiado el embalaje original. Muy chapucero;3
Se me ha roto el micro de los cascos y ni siquiera lo he usado. A alguien más le ha pasado?;3
La calidad del sonido está bien, muy grandes pero livianos;3
Las luces no se ven sino estás muy cerca de la consola;3
Se rompe con facilidad el microfono;3
Lo compré porque las reseñas lo calificaban bien pero la verdad que a mi no me gustan. Se escuchan bajos y no aíslan nada, yo tengo los típicos auriculares normales que venían en losMóviles y se escuchan mejor que estos.Quería cambiar mis auriculares viejos por unos cascos “gaming” y al final me quedo con los viejos jajaja;3
Muy normales pero por el precio estan bien;3
Básicamente los compre por necesidad ya que los míos murieron. Me quedan un poco apretados pero son cómodos en las orejas. Soy un poco cabezón.;3
Parecen cómodos, lo unico que no me ha gustado es el cuerpo del microfono...demasiado blando, veo que con el tiempo se partira o algo....;3
Muy chulos y buena calidad;3
Tiene muy buen sonido para jugar videojuegos. Lo malo es que no sujeta bien la cabeza. Se me cae muchas veces. Al final los echo a un lado. Compraré otro modelo mejor. Y me salieron más caros que el anterior.;3
calidad precio regulera;3
Si bien los audífonos son buenos, es falso que sirve para Nintendo suish, se puede usar solo para escuchar y no para hablar con tus compañeros.;3
Se escuchan muy muy muy flojito;3
Para su precio están bien;3
Está bien el producto, pero no te dicen que cuando lo conectas al móvil o tableta las luces no van, solo encienden con USB;3
No se adaptan bien a la cabeza son muy rígidos;3
No funciona el microfono;3
Está bien por el precio que tienen.;3
La almohadilla de los cascos duraron 1 año. Se agrietaron y se deshicieron. El sonido no es nada de otro mundo, pero sirve para un uso normal. Es necesario alzar un poco la voz para que el micrófono recoja bien el sonido.Las luces no se pueden apagar. El mando del volumen y mute, funciona bastante bien.;3
Si buscas salir del paso y que sea medianamente económico no está mal pero se nota que no es de alta calidad y que el sonido podría ser bastante mejor…;3
"Estos cascos gaming parecen más un espectáculo de luces navideñas que un dispositivo de audio. Mientras que las luces RGB podrían iluminar una fiesta, la calidad del sonido te hará sentir que estás escuchando a través de una puerta cerrada. Al menos, no se romperán fácilmente; son duros como una roca en un desierto. Si estás buscando algo que sobreviva a tus sesiones maratonianas de gaming sin vaciar tu bolsillo, y no te importa sacrificar un poco de claridad auditiva, estos son los cascos para ti. 🎧💡";3
"El vídeo muestra el producto en uso.El vídeo te guía a largo de la configuración del producto.El vídeo compara varios productos.El vídeo muestra el desembalaje del producto.Video Player is loading.Play VideoJuegaSilenciarCurrent Time /Duration Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time - 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedSubtítulossubtitles off, selectedAudio Trackdefault, selectedPantalla completaThis is a modal window.


Los cascos son muy bonitos y cómodos pero lo compré para que mi hijo pudiera jugar en linea con la Nintendo Switch y el micro no funciona. Lo devuelvo";3
Los auriculares son bastante cómodos para una persona adulta. Son bonitos, elegantes, y está bien el tema de las luces. La calidad de sonido es muy buena. Tiene unos buenos graves, y se oyen estupendamente, lo utilizo para jugar con la PS5 / ordenador y correctos. El cable es bastante largo, lo cual se agradece, de otro modo no me hubieran servido. Tienen un pequeño pero, al cual me acostumbraré: a mi criterio, el volumen no es suficiente, estoy acostumbrada a auriculares con un poco más de volumen y de ahí que no le ponga la quinta estrella. Si el volumen fuera un poquito más elevado, serían sencillamente perfectos.;4
muy buenos para su precio, fueron mis cascos durando 3 años o mas no lo recuerdo, hasta hoy siguen funcionando(4/02/2025) pero  se les a pelado la parte del cuero por el uso, almejor es porque hace dos meses los deje de usar, me compre unos mejores. EN CONCLUSION si buscas unos cascos normales tirando a buenos sin gastar mucho son buenos aunque es posible en estas fechas consigues algo mejor por un precio parecido;4
No tienen mal sonido para ser baratos y el micrófono funciona bien. Ojo, el USB es solo para unas luces que vienen con los cascos, en ningún caso transmiten el audio. Solo se transmite por el conector minijack.;4
Los cascos  ofrecen una excelente relación calidad-precio, con sonido envolvente, comodidad para largas sesiones y un micrófono . Perfectos para jugadores que buscan calidad sin gastar mucho.;4
Era para un regalo y les ha gustado mucho.;4
Los auriculares son cómodos de llevar porque se adaptan bien a la oreja. Se escuchan bien y tienen luces.;4
Para un niño de 9 años. Funcionamiento correcto y parecen resistentes.;4
Mi hijo estuvo esperando bastante tiempo por las ofertas prime de los días 8 y 9 para comprar este producto con descuento, él iba ahorrando por su parte, llega el día, los compramos y llegaron defectuosos, el micrófono no funciona, debemos hacer la devolución y volver a comprarlos, pero ahora a su precio full? Debería existir en Amazon una opción de reposición, no sólo devolución, que me envíen unos funcionales, al mismo precio que paguamos por ellos en descuento. Eso me parecería justo. Muchas gracias;4
Bueno estaban de rebaja y por ese precio bien , pero su precio original es excesivo para lo que son , lo siento;4
Los usamos sin las luces, pero con ellas quedan muy chulos.Sonido bien y micro también suena bien.;4
Los auriculares cumplen perfectamente su función..lleva cables adaptadores y son cómodos y adaptables. Fue un regalo y le encantó. Relación calidad precio muy buena. Los volvería a comprar sin duda.;4
Por lo que pagué, merece la pena;4
De momento funcionan muy bien,sonido bueno,y son muy bonitos;4
Correcto;4
Vienen con varios adaptadores, lo cual viene muy bien, y tú decides si los quieres con led o no;4
La calidad del sonido normalita;4
Se escuchan bien, pero los graves no suenan como debieran para mi gusto;4
Llevo más de un año usándolos y debo decir que para el precio que tienen están MUY bien, el sonido es bueno y del micro no he tenido ninguna queja cuando mis amigos me escuchan por llamada además de que es muy cómodo y se moldea super bien. Las pegas que le pongo después de un tiempo es que la parte del cable para ajustar el volumen al mínimo toque se mueve y con el uso en ocasiones al tocarlo uno de los lados se escucha más bajito o prácticamente sin sonido (seguramente por algún golpe que le he dado) además de que no se ajustan muy bien y todo el peso de la diadema cae sobre tu cabeza (después de unas horas se hace muy incómodo).Si los cuidas bien yo diría que son los mejores cascos en su precio.;4
Calidad, precio.;4
"El nivel de sonido es exactamente lo que te esperas. Los devolví porque el tamaño es muy pequeño y es más orientado para los niños. Recomendado para pequeños; para los más grandes estos headsets no son suficientes.";4
El material se va algo frágil pero llevo con ellos 1 año y van muy bien, pero tampoco esperes que aíslen del ruido del exterior… se escucha bien pero no aíslan;4
Está bien pero no es profesional está claroPero para darle un buen uso está muy bien;4
Casco con gran sonido y claridad. No tiene interferencias ni ruido sonido claro;4
Se oyen genial, lo malo es que para la Nintendo Switch el microfono no funciona;4
Producto de calidad;4
Si no se va a usar mucho, van bien.;4
Se adapta bien, no está duro al principio la adaptabilidad ergonómica. No molesta en las orejas.El sonido a mi entender es claro y sin filtraciones, incluso a muy bajo nivel audifona.Un diseño moderno y parece bastante resistente.No le doy la máxima puntuación, porque todo es mejorable, por lo demás, buena compra.;4
comodo para el PC;4
Si lo quieres para Nintendo switch no funcionará la luz, tiene dos clavijas de conexión, una para el audio+micro y otra usba para alimentar la luz, por lo que está más pensado para PC o consolas donde exista la opción de conectar el USB.Por el resto el niño está satisfecho con el funcionamiento.;4
Buena calidad por su precio.falta un poco más de volumen pero se escucha muy bien;4
Me a gustado mucho el diseño y la calidad de sonido.No me a gustado mucho que las luces solo funcionen si los conectas con usb.Los uso para jugar con la xbox one (call of duty) y es brutal todos los detalles de sonido que puedes llegar a escuchar.Los recomiendo.;4
Buenos graves y confortables, pero un poco flojo en el rango de frecuencias de agudos, por el precio que tiene cumple su objetivo.;4
Fue un regalo para un niño! La verdad es que está muy chulo! Tiene luces estilo gamer!! El micro va muy bien y son cómodos (no apretan). Aviso! Van con cable, no son bluetooth!!;4
Cascos inhalámbricos de diseño moderno y atrevido. El sonido es bastante bueno y el micrófono cumple tambien con su función con una excelente nota.;4
Buen producto pero no le doy 5 estrellas por ser con cable. Se escuchan bien;4
A la hora de puntuar estos cascos hay que tener en cuenta su precio. La calidad de sonido es normalita pero por 20€ tampoco se puede pedir mas. El micro capta bien la voz y aunque te entienden bien me cuentan que se oye metálico. Aislan lo justo el sonido exterior. Son cómodos aunque cuando llevas un rato jugando empiezan a molestar. En resumen, buena compra para el precio que tiene.;4
Llevo ya un tiempo con estos cascos y sin duda unos cascos que darán la talla aunque tiene sus fallitos.Un rango corto de frecuencias. Servirán para cualquier juego común, pero juegos que requieran de mayor profundidad de sonido o personas que sean muy meticulos@s con escuchar los pasos de sus enemigos echaran de menos ese brillo en frecuencias altas que falta. Tiene buenos graves, aunque nada mas alla.En lo que a cómodo respecta, lo son, solo que el micrófono se puede mover pero la funda metálica del cable tiene memoria y vuelve a su posición original con facilidad.Los cables están enfundados en tela y viene un splitter del jack incluido por si necesitas dividir la toma de sonido y la de micrófono en salidas individuales.En resumen, unos cascos muy buenos para su precio.;4
Están muy bien los cascos por el precio que tienen, tienen buen sonido etc, lo único que si se tiene las orejas un poco pequeñitas pues hace un poco de daño, de ahí el motivo por el que los he devuelto pero la verdad que con pena porque para los críos o no tan críos están súper bien.;4
Suenan bastante bien ,,,lo único que pensé que las luces se encendían al conectar con el cable Jack,,,pero no también hay que conectar el USB para que se enciendan....;4
Mi hijo está encantado con ellos, buena relación calidad precio;4
Mi hijo de 14, después de un ratito, me dijo que lo quería devolver, que apretaban. Los probé y tenía razón. Llevo muchos años comprando por aquí y suele ser bastante fácil devolver productos. Pues en este caso no encontré el método. No lo ponía en ningún lado. La suerte que se acostumbró y ahora está bastante contento con los cascos. Hasta cuando lo lleva puesto bastantes horas y no le molestan.;4
Los mejores auriculares que ha tenido a proporción calidad precio...;4
Bien, sin pegas;4
Calidad acorde a precio. Ni buenos, ni malos..;4
Se le con bastante claridad y el micro funciona bien, el diseño es muy chulo.No me doy 5 estrellas porque el cable de queda algo corto al tener que estar conectado a la consola.;4
Calidad precio lo mejor que hay en cascos;4
Articulo correcto por su calidad-Precio. Tiene un precio razonable y una calidad adecuada a su precio. El resultado de sonido es aceptable para la Play station 5. Es la consola con la que usamos los cascos.;4
No eran para mi, pero muy bien;4
Auriculares baratos pero hacen su función perfectamente. Lo único malo ha sido que molestan un poco tras un tiempo usándolo. En parte lo he visto bien. Así el niño no juega tanto tiempo.;4
recibido tal cual aparece en la foto, se escucha bastante bien, aun no he probado el microfono para ver como se me escucha a mi, de momento con solo tres dias buena relacion calidad precio;4
Lo compré para otra persona y está disfrutando un montón de estos auriculares.;4
De momento todo genial, cumple con lo esperado, buena relación calidad precio;4
El sonido es bueno y los cascos son ligeros. Lo único negativo que le veo es que las luces no se encienden al conectarlo al mando de la consola y si lo pones vía USB se encienden, pero no los reconoce como auriculares. Por lo demás van estupendos.;4
Son cómodos su sonido envolvente es bueno;4
Hacen su función y muy manejables;4
La calidad parece muy buena y el sonido de momento también aproximadamente los tenemos un año y no han perdido calidad.;4
Los compré para mis hijos y me dicen que van bien;4
Escuchar, no se escuchan mal.A mi el micrófono me duró funcionando 1 año.;4
Fue un regalo y le encantó. Se enciende las luces de fuera y el sonido está bien. La caja vino un poco rota pero no daño el producto.;4
Pues eso unos cascos baratos y decentes. El cable serpentea demasiado y los cablecillos de los jack son muy finos y débiles. Pero bueno por el precio no puedes pedir más.;4
Se lo compré  a mi hijo, y dice q se escuchan bien, pero no tiene luces como en la foto. La foto es engañosa.;4
Llevo usandolos mas de un añoy como nuevos. Muy resistentes para el precio que tienen. Los volvería a comprar.;4
Han sido un regalo y de momento bastante bien. Calidad precio después de una semana de uso de puede decir que es buena.;4
Se escuchan con mucha calidad y al mismo tiempo se oye poco el ruido exterior.;4
Por 22€ q me costaron no se puede pedir mas;4
Envió muy rápido y funciona muy bien;4
Están bastante bien para el precio. El sonido es bueno. No sé si durarán mucho porque el plástico no parece demasiado fuerte. Para hablar con el micro hubo que instalar un programa. Pero en general, no es mal producto y tiene muy buen precio.;4
Lo utilizo con la Nintendo switch y va muy bien;4
a mi hijo le encanto, tiene una buena calidad en todos los aspectos;4
Buen sonido;4
Nuestro hijo está encantado con ellos. Es tal y como se describe en las fotos y la calidad del sonido muy buena.;4
Calidad precio estoy muy contento;4
Estos cascos son muy cómodos ,tienen buena calidad de materiales y el sonido es muy bueno,mi hija está encantada con ellos y a mí me han gustado mucho,con el tiempo veremos la resistencia y durabilidad.de momento le doy un 9.;4
Cálida precio es bueno;4
Me hubiera gustado que se ajustara más a la cabeza, ya que se me mueve un poquillo, pero por lo demás está muy bien.;4
Lo único que las luces no se encienden hasta que las conecta a un puerto USB;4
Estan muy bien, por el precio que tiene, para mi gusto suena a Cajon pero para mi hijo de 10 años, ni lo nota;4
Buen producto , micro y auriculares superbien. Pero el hueco de la oreja es pequeño ,cuando llevas un buen rato te  molesta un poco. A mi hijo de 12 años le vienen super bien. Un 8.5 de nota en general.;4
Lo malo es que los led deben ir enchufados a parte si no, no lucen!!!;4
ha gustado mucho aunque no podemos poner las luces de los cascos tienen que ir conectados directamente a la psp y entonces no hay movilidad.El sonido va perfecto;4
Calidad precio está muy bien, las luces muy chulas.;4
Por el precio que tienen, están muy bien;4
