review;stars
Debería estar prohibido promocionar un producto en el que el ingrediente activo de mayor concentración no es el que está en la etiqueta pareciendo que así fuera.;1
Ese sabe muy mal. Estoy tomando porque no quiero tirar mi dinero.Había comprado antes uno otro con más vitsminas;1
Me parece peligroso para los pulmones que lleve dióxido de silicio es dañino para la salud, puede provocar silicosis, lo cual con unas cicatrices que aparecen en los alvéolos. Éstas pueden impedir que el oxígeno llegue a la sangre. Esto puede dificultar la respiración y a veces puede hasta causar la muerte;1
Lo estuve usando, pero al final lo dejé porque la verdad no me convenció ni su envase parece falso.Mejor compraré el que usaba anterior mente era súper mejor y más barato es producto francés.;1
Al comprar este producto no te dicen que contiene Doxido de Silicio en el Antiglomerante.El Dióxido de Silicio es un componente alto en toxicidad ya que contiene tremolita que es una forma de amianto.Con el tiempo os puede producir cancer de estómago.Contiene 5mg por cápsula, pon que te tomas una cápsula al día. Al año son casi 2 gramos. A esto súmale otros alimentos que contienen otro tipo de sustancias dañinas y que ignoras, todo se incrementa de una forma perjudicial para tu cuerpo.Luego nos preguntamos de donde salen los Cáncer y los tumores.Cuanto más natural sea lo que tomes más te lo agradecerá tu cuerpo.No pienso cambiar este reseña hasta que no cambien estos componentes dañinos para nuestra salud. Se pueden utilizar otros complementes totalmente saludables para el cuerpo humano, sin embargo por abaratar costes deciden meter sustancias perjudiciales y en la página web ni lo nombran…Esta empresa (Nutralie) me ha decepcionado mucho…;1
Muy poca concentración de magnesio, no me hace efecto es un placebo;1
Después de tomarlo durante 3 semanas la verdad es que no noto diferencia alguna...;1
Antes tomaba otro magnesio de otra marca para recuperarme de los entrenamientos, cambié a este por sus valoraciones pero no tiene ni la mitad de calidad que mi magnesio anterior;1
Me llego el producto abierto y con capsulas vacias, varias de ellas manchadas de tinta. No es recomendable y menos fiable.;1
Compré el producto por las reseñas positivas, después de un mes ,yo no he notado absolutamente nada,y duermo igual de mal y mis digestiones igual de malas.Me alegro de q alguna gente le funcione,pero ese no es mi caso;2
La composición que se indica de 1.545 mg no es por cápsula sino por cada tres cápsulas, que es el tratamiento que estiman por día;2
A corto plazo no noto mejoría ni en el sueño ni ansiedad ni cansancio extremo. La doctora me dice que ningún suplemento sirve para nada 😒.  Con llevar una alimentación normal ahí dice que están todos los suplementos necesarios. No sé.;2
Después de gastar aprox la mitad del bote, no percibo ningún efecto. Por el contrario con la marca que utilizaba anteriormente, si que no notaba. Lo gastaré pero me cambio a mi marca habitual. El bote es tal cual como en la foto y el envío llegó rápidamente y son contratiempos, pero la efectividad no está.;2
Al ser cápsulas añadimos el compuesto de las mismas al magnesio y el resultado para el estómago es fatal. Nunca volveré a comprarlas.;2
Son capsulas grandes y de sabor y olor desagradable, mal regusto. Doy fe que saben a fango. No voy a comprar mas. Aun bebiendo mas agua, no se va el regusto. Huelen a demonios.;2
No me hace nada, como mucho 5 horas seguidas y me produce ansiedad,funciona mejor las típicas gominolas que aunque sean mas caras te aseguran 7 horas de sueño;2
Buscaba dos propósitos. Y no cumple ninguna. Después de 2 frascos voy a dejar de tomarlo.;2
No noto que sea un buen producto no me gusta realmente no hace nada;2
No está mal;2
La verdad es que me he tomado todo el bote y no he notado nada como con otros que he consumido.;2
Llevo 2 meses tomando 2 a 3 cápsulas diarias, con zumo de naranja para mejor absorción.  Lo quería usar para evitar calambres o contracciones musculares durante una carrera MTB de 101Km. Decir que,  después de un buen entrenamiento como en años anteriores,  está vez tomando este magnesio la cosa ha ido a peor.  En el km 35 ya tenía los músculos agarrotafos, calambres y casi abandono.En conclusión,  este producto no sirve para lo que yo quería y no es apto para minimizar calambres después de un largo tiempo de ingesta.No sé si es un placebo para otros,  pero a mi no me ha surtido efecto.;2
El producto llegó con polvillo de las cápsulas. Como no lo abrí no sé si rompieron algunas o es a mayores.;2
Supongo que será efectivo para déficit de magnesio severo, pero si no sabes si lo tienes, no la tomes, después de 3 pastillas me produjo taquicardias, mareos y malestar, por eso la valoración baja que doy ya que puede ser un suplemento peligroso en ciertos casos, deberían de advertirlo. Un dinero tirado!!;2
No se el motivo pero al poco de ingerirla surgen molestias en el estómago. Principalmente ardor y esto no me había pasado antes. Obviamente las voy a desechar y buscaré otras.;2
Lo compre por las reseñas y por añadir las vit del gupo B pero me va mal al estomago. Con dos capsulas en el desayuno me duele el estomago todo el dia. He probado de varias maneras y tomando una sola capsula no me duele ese dia pero sí tengo molestias tras tres  o cuatro dias continuados. Entre las pruebas y las pausas ha pasado el plazo de devolucion. Seguro que a quien lo tolere bien le funciona, pero en mi caso no, tolero bien el citrato y el taurato pero con esta formulacion me he equivocado;2
No funciona, como no sea a muy largo plazo, desde luego en unono dos meses no se nota nada.;2
La etiqueta que aparece ne la página web dice contener inulina. La etiqueta del producto que me han enviado indica que no contiene inulina.;2
Ya tomo probioticos hace tiempo, y siempre he notado alguna diferencia. Con este, no noto nada. Parece no hacer ningun efecto. Además, despues de algunos meses conservandolo en la nevera, el producto tiene un olor raro. No lo compraría de nuevo.;2
Parece que funcionan pero en dos meses han subido el precio de 20 a 30 €. Buscaré otra opcion;2
Casi he acabado el bote , tomando dos pastillas al dia antes del desayuno y de la comida . No noto ningún efecto . La verdad que no volveré a comprarlo . En mi caso no me ha aportado nada . Después de leer comentarios tan positivos pensé que sería más efectivo.;2
no podría comprar mi magnesio habitual porque Amazon no lo vende mas. Este producto diga que tiene mas potencia pero no funciona nada para mi.;2
Compré el producto en una promoción. La cantidad de magnesio por cápsula es muy baja, 58,5 mg, y no es recomendable consumir 2 al día puesto que las vitaminas que acompañan al magnesio ya vienen al 100% de la cantidad diaria recomendada. No repetiré.;2
El paquete y el contenido llegaron bien, sin problemas. Las pastillas de magnesio, tomándolas según cantidad recomendada, me sentaron fatal. Aguanté hasta la tercera: flatulencias, diarrea, dolores de estómago y de barriga. Deberían avisar de los efectos secundarios!!!;3
Bueno quizá es pronto pero llevo varios días tomando esto y de momento no he notado los beneficios. Es más como se aconseja tomarlo antes de dormir, duermo menos que antes. No sé si mi organismo está ya estropeado pero no me hace ningún efecto;3
Empecé a tomarlo, fenomenal, a mitad de bote comencé con unos distensión brutal abdominal, diarreas y dolor. Investigando lo que estaba haciendo, es el citrato!! Me tiene destruida.;3
El magnesio, siempre parece que no hace nada, pero cuando lo dejas de tomar, se nota.Este bote lo compré en el 2023, y las pastillas sabían como a limón, y eran agradables de tomar.Ahora, lo he vuelto a comprar en marzo de 2024 y las pastillas no saben a nada, como a talco, espero que aunque el aroma no sea igual la formulación sea la misma...En 2023, me sirvió porque si me despierto con las piernas agarrotadas, los muslos como si tuviera frio, pero no, es falta de magnesio, y este me funcionó.El otro efecto que también me gusta, es que me quita las agujetas del gimnasio, pero no muchísimo efecto, algo de efecto (en este sentido me funcionó mejor otro, pero no estoy segura de cual era, creo que fue el Solgar magnesio quelado, esta propiedad es para que si lo tomas con comida se absorbe todo).Acabo de recibirlo, espero que siga funcionando como el año pasado. Pero es verdad, que el sabor a talco, y que acabo de leer que tiene esterato de magnesio y silicio, creo que no lo volveré a comprar.;3
No sé si funciona o no, ya que yo no siento nada diferente.;3
En cuanto al magnesio esta bastante bien ,pero el cansancio es otro cantar;3
Lo llevo tomando desde me llegó conforme indican (3 cápsulas) y en mi caso, no estoy notando variación.;3
No sentido efectos todavía;3
Todavía llevo poco tiempo tomándolo, en principio bien.;3
Se verá el resultado;3
No sabria decir si es bueno o no ya que solo tomé un bote y no tengo la suficiente sensibilidad como para saber si me está haciendo un efecto positivo.;3
Llevo dos semanas tomándolo y no atendí a las indicaciones…Tienes que tomarte 3 cápsulas para obtener la mitad de la dosis de biglicinato de mag , que otras marcas obtienes con dos cápsulas (sanon)Asique mal porque me vuelve el dolor de espalda y de rodillas…Lo acabaré y fin.;3
Tiene un sabor un poco raro y cuestan un poco de tragar;3
Me siento con mas desde que tomo estas pastillas iba pesar de que tomo menos de l dosis recomendada. Está bien aunque algo costosa para ser suplementos alimenticios.;3
No noto una gran mejora y me parecen enormes para tragar;3
Al tomarlo de forma prolongada me produjo diarrea y posteriormente estreñimientoFue dejarlo y mejoré.La verdad es que mejora la calidad del sueño;3
Es muy difícil valorar los efectos en este tipo de productos que, se suponen, que actúan a nivel interno pero, en principio, parece que no me van mal. Eso sí, el precio es un abuso total;3
Tengo que seguir probándolo para ver mejor sus resultados por ahora va bien;3
Lo compre por 16 euros y ya me parecio caro,en comparación con otros iguales y ahora de super oferta solo para clientes ,lo ponen en super OFERTA A 20 €.;3
Y no es así, no ayuda a descansar, hay otros formatos de magnesio más efectivos;3
Son muy grande, y al tragarlas sabe mucho a plástico;3
Llevo dos dias tomando no puedo valorar efectoLlego pronto;3
Llevo tres meses utilizando el producto. He mejorado mucho el tránsito intestinal y ya no padezco hinchazón abdominal;3
La relación calidad-precio es baja y deberían mejorarla. El producto recibido sólo traía 57 cápsulas y no las 60 que figura en la caja del producto. Exijo ser resarcido.;3
Me he tomado casi todo el bote, 3 al dia en 3 tomas, como dicen las instrucciones, y no noto ningun cambio en mi salud.;3
Fácil de tragar pero no tiene el efecto taxativo que decia;3
Es poco tiempo para ver resultados;3
El producto de momento no tengo una opinión satisfactoria puesto q no se han obtenido los resultados esperados.No puedo poner una valoración buena por éste aspecto aunque tampoco mala a la espera de  posibles resultados positivos en el futuro.;3
Todavía, no he sentido nada y he visto nada, cada vez más hambre tengo;3
Ojo, hay que tomar 3 cápsulas para alcanzar 300 mg de Magnesio por día. Así que los 120 cápsulas solo durarán 40 días.;3
Estas vitaminas están muy bien, es una buena combinación, son veganas, bien de precio... pero yo personalmente no noté ningún cambio.;3
Viene todo bien el producto pero hay que tener cuidado con lo q uno consume. Me acabo de enfermar de gastroenteritis y vomite todo asique pregunten antes de consumirlo.;3
Un modesto magnesio. Los hay muchos mejores.;3
Pedí dos productos... pero me llegaron sin una caja del prospecto o siquiera un manual con instrucciones, cómo tomarlo, cada cuánto tomarlo... sus recomendaciones... Estoy muy decepcionada en verdad. Espero que el fabricante me envie dichas instrucciones.;3
sigo probandocuando repita editaré comentario;3
Llevo unas dos semanas y no me siento tan cansado.;3
Es demasiado fuerte y me produce desequilibrio estomacal;3
El mejor que he probado hasta ahora, me hubiera gustado que tuvieran un paquete mas grande que durase mas pero la calidad es exepcional!;3
Se supone que hay que tomar 2 pastillas al día pues bien, llevo unas 2 semanas tomando 2 pastillas en el desayuno y no ha notado nada, quizás hay que darle más tiempo;3
Después de probar varios suplementos de magnesio, decidí probar el Magnesio Complex de Nutralie, y debo decir que hasta ahora me ha ido bastante bien. Este suplemento combina citrato de magnesio (1545 mg) y bisglicinato de magnesio (600 mg), junto con vitaminas B5, B6 y C, lo que promete no solo mejorar la absorción, sino también ofrecer un alivio integral para el cansancio y el bienestar muscular y articular.Una de las principales ventajas que he notado es la reducción del cansancio y la fatiga diaria. Trabajo muchas horas frente al ordenador, y antes solía sentirme exhausto al final del día. Desde que comencé a tomar estas cápsulas, siento que mi nivel de energía se ha estabilizado, lo cual es un alivio. Además, he notado que también han disminuido los dolores musculares que a veces tenía después del gimnasio.El hecho de que sea alta biodisponibilidad también me parece un punto importante. A diferencia de otros suplementos que he probado, no he experimentado molestias digestivas ni ningún efecto secundario, lo cual es un plus.En cuanto a la presentación, el frasco es cómodo y fácil de usar. Las cápsulas tienen un tamaño manejable y son fáciles de tragar. En resumen, recomiendo este suplemento para quienes buscan mejorar su energía y reducir molestias musculares. Es un producto efectivo y de calidad que cumple con lo que promete. Definitivamente seguiré usándolo en mi rutina diaria.;4
"Una vez han trascurrido algunas semanas desde que compré el producto, puedo afirmar que se trata de un producto de calidad, contiene cápsulas de tamaño medio, fáciles de ingerir, con los dos tipos de magnesio más valorados por nutricionistas, siendo este el motivo principal por lo que opte por este tipo de magnesio; y a día de hoy, puedo decir que por el momento noto q ha aumentado mi concentración y descanso mucho mejor por las noches. He probado muchos tipos de magnesio y este en concreto lo recomiendo sin duda.";4
Me recomendaron tomar magnesio para huesos,el sueño...y como yo llevo más de 8 años tomando pastillas para dormir porque nada me ayudaba a poder dormir ni natural,dije que tengo que perder.No sé si en los huesos me estará ayudando porque llevo solo dos meses, pero en el sueño ha sido una pasada,yo nunca decía voy a dormir porque tengo sueño y ahora sí e incluso he dejado las pastillas de dormir.Cuando pase más tiempo veré como van mis huesos.Lo recomiendo 100%;4
El artículo bien, pero mientras veo los anuncios que Amazon TV te cuela si no pagas otra cuota, escribo ésto así aprovecho mi tiempo que espero que sirva de algo para que se sepa lo miserable que es querer cobrar por no ver anuncios, gracias.;4
En general son buenos, si te tomas la dosis que recomiendan (que es mucha) pero si te tomas una cápsula al día, al menos yo, no noté grandes cambios.;4
De momento no hace efecto, es pronto, pero bien precintado y cápsulas tamaño normal;4
Tomo magnesio a diario y me ha ido bastante bien con este. Cumple su función;4
Es buen producto, el problema es que el bisciglinato me provoca diarrea constante. Aconsejo ir al médico antes de tomar suplementos, ya que ellos te aconsejarán bien qué tomar según el historial.;4
Si quieres tomar magnesio este está bien pero yo no he notado nada. Llevo como un mes tomándolo. No creo que sea culpa del producto, simplemente que yo no lo necesitaba, caí como una tonta en la moda del magnesio! 🥲;4
En espera de resultados, de momento parece que funciona;4
Me duele mucho la rodilla y parece que tomando esas pastillas hace algo de efecto, todavía me duele, pero no tanto...;4
Lo utilicé en un momento q estaba algo hinchada . Me fue bien …;4
No está mal el producto.Lo probé una sola vez y aunque no vi resultados al comentarlo con amistades, resulta que muchos conocían el producto y hablaban bien de él.Aunque como digo no vi resultados me he quedado satisfecho con la compra.;4
Tengo la impresión de que colabora a dormir mejor junto con las gominola de melatonina;4
Es bastante completo,  cada persona no necesita el mismo magnesio!!!!;4
Cumple su función. Solo recomiendo usar un frasco, no vale la pena tomar más salvo que vuelvas a estar mal del estómago. Es fundamental tener una buena alimentación y hábitos saludables.;4
Me va muy bien, siento su efecto en mi organismo .;4
Lo noté mucho en mis músculos;4
Me ayuda muchísimo a ir al baño y también a descansar mejor;4
La entrega fue rápida y el formato bueno. Ahora falta ver los resultados.;4
Me ha ido bien;4
En mi caso se ha notado, reduce el cansancio y mejora el descanso;4
Llevo como un mes tomándolo y energía como tal no noto, lo que sí voy al baño mas a menudo y soy bastante estreñida.;4
De momento va bien en una semana que he empezado a tomar;4
"Llevo usándolo 4-5 días y ya noto mejoría... mejor estado de ánimo, más energía,mi mente mas despierta y "" viva"", pero llevo desde ayer con dolor estomacal y muchos gases..he leído que es un efecto secundario del citrato,no sé si dejarlo o cambiar de marca, porque lo paso realmente mal....y es a los 10-15 minutos después de tomar la pastilla( 2 al dia)";4
Para tener más energia;4
No puedo decir que sea un mal producto, pero si es muy caro para el valor que aporta.;4
Me ha sorprendido gratamente. Tomando 3 cápsulas por la noche , duermo mucho mejor y voy diariamente al baño .Para el estreñimiento una maravilla.;4
El citrato de magnesio y en general cualquiera de las preparaciones de magnesio son un suplemento muy recomendable para personas a partir de los 40 años. Además de proporcionar efectos reguladores del tránsito intestinal, su principal recomendación es aliviar dolores musculares y reducir la fatiga y dolores articulares. También hay quienes dicen que ayuda a dormir. En esta presentación nos vienen 120 cápsulas, de tamaño no muy grande, fáciles de tragar con agua Tratamiento para dos meses que contiene también vitaminas B5,B6 y C.Falta más tiempo de tratamiento. En principio el reembasado está hecho en España con lo cual merece mi confianza en que haya pasado los controles de calidad standard para la UE.;4
Producto llegó en orden y segundo lo previsto. Bien sellado. Esperemos obtener los resultados deseados.;4
Este complejo vitamínico ayuda a reducir la fatiga general;4
Creo que vien,sigo vivo;4
Pensaba que me haría dormir mejor. Quizás porque llevo poco tomándolo.;4
Hace su función;4
Pues si, aunque no creía en ello estoy menos cansada desde que lo tomó.;4
Voy por el segundo bote y realmente me está funcionando, duermo mucho mejor por las noches, los espasmos y calambres musculares han desaparecido, estoy mucho más relajada. Funciona.;4
Lo compré por q ando un poco justo de energías unas semanas después no noto ningúna mejoría, para el sueño si q noto q duermo. Mejor;4
Este tipo de magnesio me esta funcionando para dormir un poquito mejor;4
Mejora el estado de mis músculos, tengo menos calambres  en las piernas.  Me gusta.;4
Todo bien pero me llegó con la etiqueta del tracking pegada donde pone los ingredientes del producto…y no puedo ver nada;4
En mi caso he necesitado al menos un mes para notar el producto, pero realmente hace efecto y es muy beneficioso tomarlo.;4
Buen producto, pero no puedo comparar con otros.;4
Llevo unas semana tomándolo y noto que voy durmiendo mejor, pero hay mejoría poco a poco, espero que siga funcionando.;4
Llevo tomándolo 2 semanas y no puedo decir que note mucha diferencia con no tomarlo.Sigo durmiendo igual y el cansancio solo ha desaparecido un poco. Lo bueno es que no tiene efecto laxante por lo que lo seguiré tomando para ver si tras unas semanas más noto mayor efecto .;4
Solo he tomado un día , no me ha dado tiempo a más .;4
Primera vez que compro esta marca, no he. Visto mucho resultado, me imagino que tendrá que pasar tiempo.;4
De momento llevo poco tiempo tomando, espero que cumpla mis expectativas.;4
En general está bastante bien , no he notado efectos secundarios y en cambio si he sentido bastante mejoria;4
Interesante combinación de este mineral con otras vitaminas.;4
Artículo entregado 24h antes de lo previsto.Bien protegido.El uso  es por temas musculatura,así como posible regulación tensión arterial.;4
TIene una capa protectora pero aun así cae como una harina , espero que sea bueno y no meter nada raro en mi cuerpo , últimamente estoy cansanda y por eso lo compré.  Alguien me puede decir que lo use a diario que tal sienta ?;4
Probando sus efectos;4
Me da un poco de dolor de cabeza pero nada para preocuparme;4
Mi cuerpo lo ha absorbido muy bien se notan resultados en mi salud;4
Aún es pronto para saber si funciona.;4
Lo esperado;4
Buena relación calidad precio, he encontrado algunos prebióticos similares a un precio mayor . Cumple con su función;4
Muy buen producto;4
El producto usado seriamente se hace notar, mejora el bienestar y reduce drásticamente las molestias de articulaciones y muscular yo lo tomo junto con colágeno lo pueden ver en mis reseñas, personalmente lo recomiendo para personas con ciertas edades y aquellas que desarrollan labores físicas pesadas, muy satisfecho 😊😊👍👍;4
No he notado nada personalmente. Es una elcvaluacion bastante subjetiva. Cada cuerpo.es un mundo y no me he hecho analiticas para corroborar resultados. Pero no me ha hecho mal y no creo que sea un producto caro. Asi que evaluo con 4 estrellas. Probadlo y suerte. Gracias y un saludo.;4
De momento no tengo una opinión muy clara del producto, es cuestión de continuar con el y ver sus efectos.;4
Relaja mucho y he visto una gran mejoría del sueño profundo. Despierto mucho más descansada;4
Lo tomó todos los días, carece de sabor, no sienta mal al estómago ni se repite, y valoró que es efectivo y viene bien para los huesos a las personas que tenemos ya una edad.;4
No provoca acidez ni nada parecido, lo quería para poder dormir mejor pero no noté nada diferente. Pocos días antes de empezar a tomarlo me hice una analitica y salió todo perfecto, así que no puedo opinar con conocimiento de que haya mejorado en algo mi metabolismo.Igualmente seguiré tomándolas.;4
Tiene varios de los minerales que necesitaba y es fácil de tomar.;4
estoy tranquila tomándolo,;4
Según la etiqueta la dosis de 3 cápsulas al día es el 80% de la cantidad diaria recomendada;4
Es la primera vez que lo tomo...muy bien me noto con más energía;4
Hace tiempo sufrí un accidente de coche y a raíz de ello sufría dolores de espalda, cervicales y cabeza, cuando las empecé a tomar los dolores remitieron bastante, puedo decir que estoynmuu contenta con el producto.La única pega es que las pastillas son un poco grandes y el sabor un poco malo, pero aún así las recomiendo 100%;4
Bueno la etiqueta un poco rara y dudosa que espero yo esté equivocada pero ya lo probaré las pastillas un poco gruesas para tragar grandes;4
Padezco gases, estreñimiento, gastritis, me he sentido menos hinchada, me ayuda a ir al baño diariamente, no he sentido ninguna molestia en el estómago;4
Necesitaba tomar magnesio por prescripción médica y me decidí por este producto.De momento no me encuentro tan cansada, solo cansada.  Los demás componentes que lleva el preparado también han ayudado  supongo.Se nota la calidad del producto en su presentación. Sólo puedo poner la pega que son demasiado grandes para tomar. Mira que yo no suelo tener problemas.....Observado a contraluz se ven un hueco que me da que pensar que podrían ser un poquito más pequeñas o quizás es mi ilusión.En general las recomiendo siempre y cuando las necesites.;4
Me han desaparecido los dolores en las piernas, voy mejor al baño.;4
Mi gusta su absorción., Yo tomo por la noche y me induce bastante el dueño. Para mi es un buen magnesio y lo recomiendo.;4
Sin duda lo que más me ha gustado es que por el precio que tiene trae un montón de capsulas. Empecé a tomar las hace unos 20 días y tardé como unos 10 días en notar su efecto no desesperes porque yo al principio decía que no servían para nada pero a día de hoy estoy encantada con ellas.Como veis en las fotos el tamaño de la cápsula es bastante grande yo no tengo problemas en ingerir cualquier tipo de pastilla pero si no vuestro caso igual y os cuesta tragar mejor comprar este tipo de vitaminas efervescentes.;4
A lo largo de un par de semanas, noto cambios favorables en las articulaciones sobre todo;4
Si me ha funcionado va muy bien la verdad el cansancio, la fatiga se me ha ido.;4
Producto de calidad. Lo llevo comprando hace tiempo y es verdaderamente efectivo.;4
Me estoy tomando dos por la mañana y parece que funciona. Siento menos dolores musculares. Lo que he notado es que te suelta un poco el estómago, quizas sea otro de sus beneficios, aunque no lo necesito.;4
Buena relación calidad precio;4
Mal sabor de la cápsula;4
Bueno pues yo las compré porque entre el gym y el trabajo de camarero diariamente acabo reventado y desde que probé este tipo de suplementos me ayuda en el día a día a estar más activo, no es algo para usar todos los días del año pero una ayuda siempre viene muy bien al cuerpo y a la autoestima.;4
El producto parece correcto.Ahora a esperar su efecto.Gracias;4
Fácil de tragar, sin sabor, se digiere bien;4
No he notado gran cosa. Tomo una pastilla solo al día porque con más de una supero la dosis diaria para la mujer. Tampoco es plan de súpervitaminarse.;4
Desde que lo uso he notado el cambio a nivel de concentración y energía. Lo he vuelto a comprar.;4
Por recomendación de mi fisioterapeuta, he empezado a tomar este tipo de suplemento, llevo unos días tomando dos pastillas al día y ya noto resultados. Estoy acostumbrado a hacer mucho deporte y como suplemento me está funcionando muy bien.;4
